tier,journal,container_title,year,title,authors,doi,abstract,is_oa,oa_pdf_url,landing_url,pdf_path
tier4,Management Science,Management Science,2022,Incentive-Compatible Forecasting Competitions,Jens Witkowski; Rupert Freeman; Jennifer Wortman Vaughan; David M. Pennock; Andreas Krause,10.1287/mnsc.2022.4410,"We initiate the study of incentive-compatible forecasting competitions in which multiple forecasters make predictions about one or more events and compete for a single prize. We have two objectives: (1) to incentivize forecasters to report truthfully and (2) to award the prize to the most accurate forecaster. Proper scoring rules incentivize truthful reporting if all forecasters are paid according to their scores. However, incentives become distorted if only the best-scoring forecaster wins a prize, since forecasters can often increase their probability of having the highest score by reporting more extreme beliefs. In this paper, we introduce two novel forecasting competition mechanisms. Our first mechanism is incentive compatible and guaranteed to select the most accurate forecaster with probability higher than any other forecaster. Moreover, we show that in the standard single-event, two-forecaster setting and under mild technical conditions, no other incentive-compatible mechanism selects the most accurate forecaster with higher probability. Our second mechanism is incentive compatible when forecasters’ beliefs are such that information about one event does not lead to belief updates on other events, and it selects the best forecaster with probability approaching one as the number of events grows. Our notion of incentive compatibility is more general than previous definitions of dominant strategy incentive compatibility in that it allows for reports to be correlated with the event outcomes. Moreover, our mechanisms are easy to implement and can be generalized to the related problems of outputting a ranking over forecasters and hiring a forecaster with high accuracy on future events. This paper was accepted by Yan Chen, behavioral economics and decision analysis. Funding: This work was supported by the European Research Council [Grant ERC StG 307036] and the National Science Foundation [Grant CCF-1445755].",1,,http://hdl.handle.net/20.500.11850/559971,
tier4,Management Science,Management Science,2022,Forecast Selection and Representativeness,Fotios Petropoulos; Enno Siemsen,10.1287/mnsc.2022.4485,"Effective approaches to forecast model selection are crucial to improve forecast accuracy and to facilitate the use of forecasts for decision-making processes. Information criteria or cross-validation are common approaches of forecast model selection. Both methods compare forecasts with the respective actual realizations. However, no existing selection method assesses out-of-sample forecasts before the actual values become available—a technique used in human judgment in this context. Research in judgmental model selection emphasizes that human judgment can be superior to statistical selection procedures in evaluating the quality of forecasting models. We, therefore, propose a new way of statistical model selection based on these insights from human judgment. Our approach relies on an asynchronous comparison of forecasts and actual values, allowing for an ex ante evaluation of forecasts via representativeness. We test this criterion on numerous time series. Results from our analyses provide evidence that forecast performance can be improved when models are selected based on their representativeness. This paper was accepted by Manel Baucells, behavioral economics and decision analysis. Supplemental Material: The online appendix and data are available at https://doi.org/10.1287/mnsc.2022.4485 .",1,https://purehost.bath.ac.uk/ws/files/228047712/MS_2022_REP_post_print_.pdf,https://purehost.bath.ac.uk/ws/files/228047712/MS_2022_REP_post_print_.pdf,pdfs/2022_Management Science_Forecast Selection and Representativeness_10.1287_mnsc.2022.4485.pdf
tier4,Management Science,Management Science,2024,Explicit and Implicit Belief-Based Gender Discrimination: A Hiring Experiment,Kai Barron; Ruth Ditlmann; Stefan Gehrig; Sebastian Schweighofer-Kodritsch,10.1287/mnsc.2022.01229,"This paper studies a key element of discrimination, namely, when stereotypes translate into discriminatory actions. Using a hiring experiment, we rule out taste-based discrimination by design and test for the presence of two types of belief-based gender discrimination. We document evidence of explicit discriminators—individuals who are willing to discriminate even when their hiring choices are highly revealing of their gender-biased beliefs. Crucially, we also identify implicit discriminators—individuals who do not discriminate against women when taking a discriminatory action is highly revealing of their biased beliefs, but do discriminate against women when their biased motive is obscured. Our analysis highlights the central role played by features of the choice environment in determining whether and how discrimination will manifest. We conclude by discussing the implications for policy design. This paper was accepted by Marie Claire Villeval, behavioral economics and decision analysis. Funding: K. Barron and S. Schweighofer-Kodritsch gratefully acknowledge financial support from the Deutsche Forschungsgemeinschaft through CRC TRR 190 [Grant 280092119]. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2022.01229 .",0,,https://doi.org/10.1287/mnsc.2022.01229,
tier4,Management Science,Management Science,2022,How to Alleviate Correlation Neglect in Investment Decisions,Christine Laudenbach; Michael Ungeheuer; Martin Weber,10.1287/mnsc.2022.4535,"We experimentally study how presentation formats for return distributions affect investors’ diversification choices. We find that sampling returns alleviates correlation neglect and constitutes an effective way to improve financial decisions. When participants get a description of the probabilities for outcomes of the joint return distribution, we confirm the findings of others that investors neglect the correlation between assets in their diversification choices. However, when participants sample from the joint distribution, they change their allocation between two assets in response to a change in their correlation in the predicted direction. The results are robust across two experiments that have participants with varying experience (students versus private investors). This paper was accepted by Manel Baucells, behavioral economics and decision analysis. Funding: This work was supported by the Academy of Finland [Decision Item 322357] and the Deutsche Forschungsgemeinschaft [Grant We993/15-1]. Supplemental Material: The online appendix and data are available at https://doi.org/10.1287/mnsc.2022.4535 .",1,,https://research.aalto.fi/en/publications/42068e13-5660-4663-938e-4c404c6e5edf,
tier4,Management Science,Management Science,2023,Part-Time Bayesians: Incentives and Behavioral Heterogeneity in Belief Updating,Carlos Alós‐Ferrer; Michele Garagnani,10.1287/mnsc.2022.4584,"Decisions in management and finance rely on information that often includes win-lose feedback (e.g., gains and losses, success and failure). Simple reinforcement then suggests to blindly repeat choices if they led to success in the past and change them otherwise, which might conflict with Bayesian updating of beliefs. We use finite mixture models and hidden Markov models, adapted from machine learning, to uncover behavioral heterogeneity in the reliance on difference behavioral rules across and within individuals in a belief-updating experiment. Most decision makers rely both on Bayesian updating and reinforcement. Paradoxically, an increase in incentives increases the reliance on reinforcement because the win-lose cues become more salient. This paper was accepted by Gustavo Manso, finance. Funding: C. Alós-Ferrer gratefully acknowledges financial support from the Deutsche Forschungsgemeinschaft under [Grant AL1169/4], part of the research unit “Psychoeconomics” (FOR 1882). Supplemental Material: The data files and online appendices are available at https://doi.org/10.1287/mnsc.2022.4584 .",1,,https://doi.org/10.5167/uzh-234418,
tier4,Management Science,Management Science,2024,Motivated Belief Updating and Rationalization of Information,Christoph Drobner; Sebastian J. Goerg,10.1287/mnsc.2023.02537,"We study belief updating about relative performance in an ego-relevant task. Manipulating the perceived ego relevance of the task, we show that subjects substantially overweight positive information relative to negative information because they derive direct utility from holding positive beliefs. This finding provides a behavioral explanation why and how overconfidence can evolve in the presence of objective information. Moreover, we document that subjects who receive more negative information downplay the ego relevance of the task. These findings suggest that subjects use two alternative strategies to protect their ego when presented with objective information. This paper was accepted by Marie Claire Villeval, behavioral economics and decision analysis. Funding: The authors gratefully acknowledge financial support from the ExperimenTUM. Supplemental Material: The online appendices and data files are available at https://doi.org/10.1287/mnsc.2023.02537 .",0,,https://doi.org/10.1287/mnsc.2023.02537,
tier4,Management Science,Management Science,2024,Extrapolative Uncertainty and Household Economic Behavior,Elyas Fermand; Camelia M. Kuhnen; Geng Li; Itzhak Ben‐David,10.1287/mnsc.2023.00820,"We examine the uncertainty in households’ expectations regarding macroeconomic outcomes, namely inflation and the rate of nationwide home price growth. We document that people extrapolate from the instability of their personal and local environment when assessing the future volatility of these macroeconomic variables. Consequently, there are within-person spillovers in subjective uncertainty regarding different economic outcomes. This extrapolative behavior is more pronounced among lower-numeracy individuals, and it persists throughout the business cycle. People with more uncertain macroeconomic expectations are more likely to engage in precautionary behaviors regarding consumption and equity market exposure and are more concerned about credit market access. This paper was accepted by David Simchi-Levi, finance. Supplemental Material: The data files are available at https://doi.org/10.1287/mnsc.2023.00820 .",0,,https://doi.org/10.1287/mnsc.2023.00820,
tier4,Management Science,Management Science,2023,Decision Making Under Impending Regime Shifts,Matthias Seifert; Canan Ulu; Sreyaa Guha,10.1287/mnsc.2022.4661,"In environments with impending regime shifts, previous research studies probability judgments of decision makers (DMs) regarding a regime shift and finds evidence for the system neglect hypothesis: In unstable environments with precise signals, DMs exhibit relatively more underreaction in their probability judgments, and in stable environments with noisy signals, they exhibit relatively more overreaction. In the present paper we focus on pricing decisions and study how risk attitudes, as well as probability judgments regarding a regime shift, affect these decisions. We develop a model that integrates prospect theory with the system neglect hypothesis and compare changes in empirical pricing decisions to those of a Bayesian risk-neutral agent. We find a pattern of under- and overreaction in pricing decisions that mimics the system neglect hypothesis in probability judgments only when the DM’s prior probability of a regime shift is low; the system neglect pattern vanishes when the DM’s prior probability of a regime shift is high. We argue that in the case of low priors, changes in risk attitude in reaction to signals indicative of a regime shift amplify system neglect in probability judgments. In the case of high priors, on the other hand, changes in risk attitude dampen the effect of system neglect. We test our model predictions in experimental insurance markets and offer various extensions to check for the robustness of our findings. Finally, we discuss implications for managerial practice in organizational contexts that are characterized by continuous change. This paper was accepted by Yuval Rottenstreich, behavioral economics and decision analysis. Funding: This work was funded by Fundação para a Ciência e a Tecnologia (UIDB/00124/2020, UIDP/00124/2020 and Social Sciences DataLab - PINFRA/22209/2016), POR Lisboa and POR Norte (Social Sciences DataLab, PINFRA/22209/2016). Furthermore, it was supported by the Ministerio de Ciencia e Innovación España [10.13039/501100011033, Grants ECO2014-52925-P, PID2019-111512RB-I00-HMDM, and HDL-HS-280218]. Supplemental Material: The data files and online appendix are available at https://doi.org/10.1287/mnsc.2022.4661 .",0,,https://doi.org/10.1287/mnsc.2022.4661,
tier4,Management Science,Management Science,2024,"Information Search Within a Web Page: Modeling the Full Sequence of Eye Movement Decisions, Subjective Value Updating, and First Clicks",Joy Lu; J. Wesley Hutchinson,10.1287/mnsc.2022.02983,"Online retail settings often present shoppers with large, complex choice sets where they need to quickly and dynamically weigh the benefits and costs of search within each web page. We build a model of information search within a web page using eye-tracking data collected during two incentive-compatible online shopping experiments, in which participants browsed the websites of two different clothing retailers (Experiments 1 and 2), as well as previously reported data from a laboratory experiment involving choices among snack food assortments (Experiment 3). Our model incorporates features that build upon recent advances in descriptive and normative models of information sampling and search in psychology and economics. First, our model captures how people decide where to look by treating eye fixations on clickable options as a series of “split-second” decisions that depend on estimates of option attractiveness and navigation effort. Second, our model assumes that the value of each option is learned via Bayesian updating. Third, the choice to end search on the web page depends on a dynamic decision threshold. Our model outperforms benchmarks that assume random search, instant learning, fixed thresholds, nonheterogeneous thresholds, and stochastic accumulator stopping rules. Explicitly modeling the sequence of eye fixation decisions results in accurate counterfactual simulations of the effects of hypothetical product orderings on search duration and quality as verified using experimental manipulation, and it can be applied flexibly to a wide range of web-page layouts. Systematic differences across experiments highlight the importance of accounting for product familiarity, choice-set size, and the role of category outside options. This paper was accepted by Ilia Tsetlin, behavioral economics and decision analysis. Funding: This work was supported by the Jay H. Baker Retailing Center and the Wharton Behavioral Lab at the University of Pennsylvania. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2022.02983 .",0,,https://doi.org/10.1287/mnsc.2022.02983,
tier4,Management Science,Management Science,2021,Extrapolation Bias and Robust Dynamic Liquidity Management,Seokwoo Lee; Alejandro Rivera,10.1287/mnsc.2020.3765,"We consider the optimal dynamic liquidity management of a financially constrained firm when its existing shareholders are risk neutral but ambiguity averse with respect to the firm’s future cash flows. The shareholders’ ambiguity aversion generates endogenous time-varying worst-case beliefs that overweight recent cash flow realizations, thereby providing a microeconomic foundation for extrapolation bias. Moreover, shareholders’ ambiguity aversion has different implications on firms’ liquidity management and recapitalization policies than risk. Models with risk alone imply that higher cash flow volatility increases firms’ payout and refinancing thresholds. By contrast, our model predicts that, when ambiguity-averse shareholders face a higher long-term cash flow uncertainty, they optimally reduce firms’ payout and refinancing thresholds. The implications for investment are also studied. This paper was accepted by Agostino Capponi, finance.",0,,https://doi.org/10.1287/mnsc.2020.3765,
tier4,Management Science,Management Science,2020,Tax Misperceptions and the Effect of Informational Tax Nudges on Retirement Savings,Kay Blaufus; Michael Milde,10.1287/mnsc.2020.3761,"Despite subjects being informed about tax rules before making saving decisions, we find—using laboratory experiments—that deferred taxation results in after-tax pensions that are approximately 25% lower compared with an economically equivalent immediate pension-tax system. This indicates substantial tax misperceptions. For subjects with low tax knowledge, tax misperceptions remain stable, even if they have gained experience. Tax misperceptions nearly disappear for all subjects only if we provide recurrent numerical informational pension-tax nudges and if subjects have gained experience. We demonstrate that replacing the tax-deductibility of retirement savings with government matching contributions increases after-tax pensions above the level under immediate taxation without the need to provide informational tax nudges. This paper was accepted by Yuval Rottenstreich, decision analysis.",0,,https://doi.org/10.1287/mnsc.2020.3761,
tier4,Management Science,Management Science,2024,Asymmetric Naïveté: Beliefs About Self-Control,Anastassia Fedyk,10.1287/mnsc.2021.01780,"Do individuals anticipate time inconsistency in others? This paper jointly investigates beliefs about one’s own and others’ present bias. In an online laboratory experiment, participants engaged in a real-effort task display little awareness of their own present bias but anticipate present bias in others. Structurally, I estimate a present bias parameter [Formula: see text] of 0.82. Participants perceive others’ [Formula: see text] to be 0.87, indicating substantial sophistication, contrasted with 1.03 for themselves, indicating full naïveté. At the individual level, asymmetric naïveté correlates with overoptimism regarding one’s own versus others’ task enjoyment and time availability. The wedge in beliefs about present bias can inform equilibrium outcomes in a number of collaborative, competitive, and hierarchical settings, including teams in the workplace, management practices such as deadlines and tournament incentive schemes, and household consumption decisions. This paper was accepted by Yan Chen, behavioral economics and decision analysis. Funding: Financial support from the Laboratory for Economic Applications and Policy (Harvard University); Pershing Square Venture Fund for Research on the Foundations of Human Behavior (Harvard University); Harvard Business School (PhD Research Budget); and the Russell Sage Foundation (Small Research Grant) is gratefully acknowledged. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2021.01780 .",0,,https://doi.org/10.1287/mnsc.2021.01780,
tier4,Management Science,Management Science,2021,Reaching for Returns in Retail Structured Investment,Doron Sonsino; Yaron Lahav; Yefim Roth,10.1287/mnsc.2020.3932,"The growing market for retail structured investment products and empirical evidence for excessive pricing of such products raise the hypothesis that private investors show increased risk appetite in structured investment contexts. A two-stage framed field experiment building on cumulative prospect theory is designed to test this hypothesis. Subjects’ expectations regarding the future performance of an underlying index are elicited first. A bisection algorithm is then applied to derive the certainty equivalents of 20 simple individually tailored deposits. The results support the increased risk appetite hypothesis, revealing that subjects reach for substantial gains and underweight tail loss events when evaluating the deposits. Similar results emerge in a follow-up experiment where the uncertain deposits are replaced by risky versions. While previous studies propose that misperception of complex terms and optimism contribute to the mispricing of structured instruments, the current experiments show that nonstandard risk appetite manifests in the valuation of simple well-defined products, controlling for expectations. This paper was accepted by Manel Baucells, decision analysis.",0,,https://doi.org/10.1287/mnsc.2020.3932,
tier4,Management Science,Management Science,2024,Learning from Unknown Information Sources,Yucheng Liang,10.1287/mnsc.2021.03551,"When an agent receives information from a source whose accuracy might be either high or low, standard theory dictates that she update as if the source has medium accuracy. In a laboratory experiment, subjects deviate from this benchmark by reacting less to uncertain sources, especially when the sources release good news. This pattern is validated using observational data on stock price reactions to analyst earnings forecasts, where analysts with no forecast records are classified as uncertain sources. A theory of belief updating where agents are insensitive and averse to information accuracy uncertainty can explain these results. This paper was accepted by Yan Chen, behavioral economics and decision analysis. Funding: Y. Liang gratefully acknowledges the support of the Russell Sage Foundation (Small Grant in Behavioral Economics). Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2021.03551 .",0,,https://doi.org/10.1287/mnsc.2021.03551,
tier4,Management Science,Management Science,2021,Hedge Fund Flows and Performance Streaks: How Investors Weigh Information,Guillermo Baquero; Marno Verbeek,10.1287/mnsc.2021.4067,"Cash flows to hedge funds are highly sensitive to performance streaks, a streak being defined as subsequent quarters during which a fund performs above or below a benchmark, even after controlling for a wide range of common performance measures. At the same time, streaks have limited predictive power regarding future fund performance. This suggests investors weigh information suboptimally, and their decisions are driven too strongly by a belief in continuation of good performance, consistent with the “hot hand fallacy.” The hedge funds that investors choose to invest in do not perform significantly better than those they divest from. These findings are consistent with overreaction to certain types of information and do not support the notion that sophisticated investors have superior information or superior information processing abilities. This paper was accepted by David Simchi-Levi, finance.",1,,https://pure.eur.nl/en/publications/86704564-a56e-4f2b-b87a-9185f702f3a9,
tier4,Management Science,Management Science,2024,The Prediction Order Effect: People Are More Likely to Choose Improbable Outcomes in Later Predictions,Jackie Silverman; Uri Barnea,10.1287/mnsc.2022.01175,"People often need to predict the outcomes of future events. We investigate the influence of order on such forecasts. Six preregistered studies (n = 7,955) show that people are more likely to forecast improbable outcomes (e.g., that an “underdog” will win a game) for predictions they make later versus earlier within a sequence of multiple predictions. This effect generalizes across several contexts and persists when participants are able to revise their predictions as well as when they are incentivized to make correct predictions. We propose that this effect is driven by people’s assumption that improbable outcomes are bound to occur at some point within small sets of independent events (i.e., “belief in the law of small numbers”). Accordingly, we find that the effect is attenuated when the statistical independence of events is made salient to forecasters both through the nature of the predictions themselves (i.e., when the events are from distinct domains) and through directly informing them about statistical independence. These findings have notable practical implications, as policy makers and businesses have the ability to control the order in which people evaluate and predict future events. This paper was accepted by Yuval Rottenstreich, behavioral economics and decision analysis. Supplemental Material: The data files are available at https://doi.org/10.1287/mnsc.2022.01175 .",0,,https://doi.org/10.1287/mnsc.2022.01175,
tier4,Management Science,Management Science,2024,Risk Taking Under Limited Liability and Moral Hazard: Quantifying the Role of Motivated Beliefs,Ciril Bosch-Rosa; Daniel Gietl; Frank W. Heinemann,10.1287/mnsc.2021.03947,"This paper investigates whether limited liability and moral hazard affect risk taking through motivated beliefs. On the one hand, limited liability encourages investors to take excessive risks. On the other, excessive risk taking makes it hard for investors to maintain a positive self-image when moral hazard is present. Using a novel experimental design, we show that subjects form motivated beliefs to self-justify their excessive risk taking. For the same investment opportunity, subjects invest more and are significantly more optimistic about the success of the investment if its failure can harm others. We show that more than one third of the investment increases under limited liability, and moral hazard can be explained through motivated beliefs. Moreover, through a treatment with limited liability but no moral hazard, we show that motivated beliefs are formed subconsciously and can lead to the paradoxical result of investors taking larger risks when their investment can harm a third party compared with when it cannot. These results underscore the importance of motivated beliefs in regulatory policy, emphasizing that policymakers must not only address bad incentives, but also address the role of bad beliefs. This paper was accepted by Bruno Biais, finance. Funding: Financial support by Deutsche Forschungsgemeinschaft [Grant CRC TRR 190, project number 280092119] is gratefully acknowledged. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2021.03947 .",0,,https://doi.org/10.1287/mnsc.2021.03947,
tier4,Management Science,Management Science,2018,Individual Reaction to Past Performance Sequences: Evidence from a Real Marketplace,Angie Andrikogiannopoulou; Filippos Papakonstantinou,10.1287/mnsc.2016.2636,"We use novel data on individual activity in a sports betting market to study the effect of past performance sequences on individual behavior in a real market. The idiosyncratic nature of risk in this market and the revelation of assets’ true terminal values enables us to disentangle whether behavior is caused by sentiment or by superior information about market mispricings and to cleanly test two prominent theories of momentum and reversals—the regime-shifting model of Barberis et al. [Barberis N, Shleifer A, Vishny R (1998) A model of investor sentiment. J. Financial Econom. 49(3):307–343] and the gambler’s/hot-hand fallacy model of Rabin [Rabin M (2002) Inference by believers in the law of small numbers. Quart. J. Econom. 117(3):775–816]. Furthermore, our long panel enables us to study the prevalence across individuals of each type of behavior. We find that (i) three-quarters of individuals exhibit trend-chasing behavior, (ii) seven times as many individuals exhibit behavior consistent with Barberis et al. (1998) as exhibit behavior consistent with Rabin (2002), and (iii) no individuals earn superior returns from momentum trading. This paper was accepted by Lauren Cohen, finance.",1,http://eprints.lse.ac.uk/87997/1/Andrikogiannopoulou_Individual%20Reaction_Accepted.pdf,http://eprints.lse.ac.uk/87997/1/Andrikogiannopoulou_Individual%20Reaction_Accepted.pdf,
tier4,Management Science,Management Science,2023,Belief Updating Beyond the Two-State Setting,Hannes Mohrschladt; Maren Baars; Thomas Langer,10.1287/mnsc.2022.00513,"Heuristics and biases in probabilistic belief updating have typically been examined in simple two-state experimental settings. We argue that the two-state setting has probabilistic properties that do not extend to settings with more states. With three states, we find that individuals apply similar heuristics, such as representativeness and anchoring, when providing posterior probability distributions. However, because of the different normative benchmark, the use of these heuristics results in different biases for point estimates. In particular, we demonstrate that the well-known finding of stronger underinference for larger signal sets does not translate from the two-state to the three-state setting. Our findings caution against an indiscriminate transfer of updating biases observed in two-state settings to a broad set of real-world applications. This paper was accepted by Manel Baucells, behavioral economics and decision analysis. Funding: This work was supported by the Fritz Thyssen Stiftung [Grant 20.21.0.023WW]. Supplemental Material: The data and online appendix are available at https://doi.org/10.1287/mnsc.2022.00513 .",0,,https://doi.org/10.1287/mnsc.2022.00513,
tier4,Management Science,Management Science,2024,Managerial Overextrapolation: Who and When,Dayong Huang; Lijun Lei; Mengmeng Wang; Yuhang Xing,10.1287/mnsc.2023.00901,"Corporate managers overextrapolate past earnings in their earnings guidance, and this behavior is robust after including extensive controls, such as expectation management, earnings management, and overconfidence. The degree of overextrapolation is driven by the persistence of the underlying earnings process and other factors that affect representativeness heuristics, including trend, salience, and volatility. Experience and value diversity among corporate managers help mitigate this bias, whereas demographic diversity does not. Using the Tax Cuts and Jobs Act of 2017, we provide causal evidence that managers overextrapolate past earnings. This paper was accepted by Camelia Kuhnen, finance. Supplemental Material: The internet appendix and data files are available at https://doi.org/10.1287/mnsc.2023.00901 .",0,,https://doi.org/10.1287/mnsc.2023.00901,
tier4,Management Science,Management Science,2025,Cross-Extrapolative Beliefs: Evidence from Equity Analysts,Rex Wang Renjie; Patrick Verwijmeren,10.1287/mnsc.2024.04903,"We study whether individuals form extrapolative beliefs across different tasks. In line with cross-extrapolation, equity analysts who experience bad news from some of their coverage firms become overly pessimistic about other firms in their coverage. This leads to disagreement among analysts and has implications for the stock market, as we observe effects on trading volume, return volatility, and pricing. Our findings highlight the relevance of non-domain-specific belief models. This paper was accepted by Camelia Kuhnen, finance. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2024.04903 .",0,,https://doi.org/10.1287/mnsc.2024.04903,
tier4,Management Science,Management Science,2025,Base Rate Neglect as a Source of Inaccurate Statistical Discrimination,David Hagmann; Gwendolin B. Sajons; Catherine H. Tinsley,10.1287/mnsc.2023.00603,"Statistical discrimination relies on people inferring unobservable characteristics of group members based on their beliefs about the group. Across four preregistered experiments (N = 9,002), we show that accurate information about the composition of top performers can induce incorrect beliefs about performance differences across groups when the groups are of unequal size. Because people fail to account for base rates, they underestimate the performance of individuals from smaller groups. As a result, when participants in our experiments receive true information about the gender composition of top performers in a male-dominated candidate pool, they are less likely to hire women, even when there are no gender differences in performance (Study 1). Similarly, they are less likely to hire better-performing non-White candidates when the racial demographics of the candidate pool reflect the U.S. population (Study 4). We show that these choices reflect an error in statistical reasoning, rather than being motivated by a desire to discriminate against any particular group (Study 2). Despite leading to less accurate beliefs, participants disproportionately seek out information about top performers when given the choice, and discrimination thus persists when information selection is endogenous (Study 3). This paper was accepted by Dorothea Kübler, behavioral economics and decision analysis. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2023.00603 .",0,,https://doi.org/10.1287/mnsc.2023.00603,
tier4,Management Science,Management Science,2025,Regulatory Risk Perception and Small Business Lending,Joseph Kalmenovitz; Siddharth Vij,10.1287/mnsc.2023.03040,"We uncover a significant friction in small business lending: perception of risk by Small Business Administration (SBA) employees. Using novel data on SBA employees transferring across offices, we find that more current defaults on SBA loans in their previous location reduce SBA loans and job creation in their current location. The effect is independent of local economic conditions and the informational content of the nonlocal defaults, suggesting that SBA employees update their risk assessment irrationally. Our results are the first to document that regulators’ misperception of economic conditions affects the ability of small businesses to obtain access to finance. This paper was accepted by Camelia Kuhnen, finance. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2023.03040 .",0,,https://doi.org/10.1287/mnsc.2023.03040,
tier4,Management Science,Management Science,2026,Information Provision and the Curse of Knowledge,Snehal Banerjee; Jesse Davis; Naveen Gondhi,10.1287/mnsc.2023.01839,"Common wisdom suggests that the “curse of knowledge” (COK), whereby better-informed individuals are unable to ignore their private information when forecasting others’ beliefs, reduces the quality of communication. We study how this bias affects costly information provision by a founder who wants to raise financing from an outside investor. When the founder exhibits COK about the content of her communication, there is less information provision and payoffs tend to be lower for both players. However, we show that when the founder exhibits COK about the context of her message, the bias can lead to more information production and better investment decisions. Moreover, this can exacerbate the conflict of interest between the founder and the outsider. This paper was accepted by Ranjani Krishnan, accounting. Supplemental Material: The data files are available at https://doi.org/10.1287/mnsc.2023.01839 .",0,,https://doi.org/10.1287/mnsc.2023.01839,
tier4,Management Science,Management Science,2026,Time Variation in Extrapolation and Anomalies,Wei He; Zhiwei Su; Yuehan Wang; Jianfeng Yu,10.1287/mnsc.2024.06850,"We find that the degree of extrapolative weighting in investors’ beliefs (DOX) has strong predictive power for a broad set of overreaction-related anomalies in the stock market. The average return spread of these anomalies is about [Formula: see text] per month following high DOX periods and [Formula: see text] per month following low DOX periods. In sharp contrast, DOX has opposite, but weaker, predictive power for underreaction-related anomalies. In addition, the predictive power of DOX is robust after controlling for a broad set of economic forces. Moreover, most of the DOX effect on long-short anomaly returns derives from the short legs of these overreaction-related anomalies, suggesting that time variation in DOX leads to more time variation in overpricing than in underpricing, probably because of short-sale impediments. This paper was accepted by Lukas Schmid, finance. Funding: Z. Su received financial support from Lingnan University [Faculty Research Grants DB25A5 and 103664]. Y. Wang received financial support from the National Natural Science Foundation of China [Grant 72503264]. J. Yu received financial support from the National Natural Science Foundation of China [Grants 72141304 and 72342020]. Supplemental Material: The online appendix and data files are available at https://doi.org/10.1287/mnsc.2024.06850 .",0,,https://doi.org/10.1287/mnsc.2024.06850,
tier4,Organizational Behavior and Human Decision Processes,Organizational Behavior and Human Decision Processes,2021,"The stereotype rub-off effect – Organizational stereotypes modulate behavioural expectations, expectancy violation and punishment after transgressions",Peer Stiegert; Susanne Täuber; Marijke C. Leliveld; Jana Oehmichen,10.1016/j.obhdp.2021.04.011,"Transgressions committed by employees of non-profit (vs. of for-profit) organizations seem to be judged more harshly by the public. This research studies the underlying process of this relationship. We show that organizational stereotypes of morality and warmth “rub-off” from organizations to individuals affiliated with them (Study 1, N = 297). We show that stereotypes of morality and warmth predict expected communal sharing and market pricing behaviour. (Study 2, N = 300). Next, we identify downstream effects of this stereotype rub-off effect in case of transgressions. We show that communal sharing expectations elicit greater perceived expectancy violation and consequently higher punishment when employees commit transgressions (Study 3, N = 402). In sum, as a result of high perceived morality and warmth and subsequent expectations of communal sharing, transgressions of employees affiliated with non-profit organizations prompt increased expectancy violation in observers, leading to harsher punishment. Our findings have important implications for public relations management of non-profit organizations.",1,,https://doi.org/10.1016/j.obhdp.2021.04.011,
tier4,Organizational Behavior and Human Decision Processes,Organizational Behavior and Human Decision Processes,2020,Small steps to accuracy: Incremental belief updaters are better forecasters,Pavel Atanasov; Jens Witkowski; Lyle Ungar; Barbara A. Mellers; Philip E. Tetlock,10.1016/j.obhdp.2020.02.001,,0,,https://doi.org/10.1016/j.obhdp.2020.02.001,
tier4,Organizational Behavior and Human Decision Processes,Organizational Behavior and Human Decision Processes,2021,A gender gap in managerial span of control: Implications for the gender pay gap,Margaret Lee; Laura J. Kray,10.1016/j.obhdp.2021.06.001,"In the current work, we examine a possible source of gender disparities in pay even when women manage to reach similar levels of the organizational ladder as men. We refer to the concept of “span of control,” or the number of subordinates a leader oversees, and propose that in addition to differences in how high men and women climb up the organizational hierarchy, differences in managers’ span of control can also contribute to the gender pay gap. We suggest that people hold gender stereotypes about managers’ relational model tendencies, or how men and women interact with people they manage, and these stereotypes correspond with people’s lay beliefs about relational models utilized in small and large spans of control: smaller groups are thought to operate based more on communal sharing principles while larger groups are thought to operate based more on authority ranking principles. Because span of control affects compensation, a gender difference in span of control can contribute to gender differences in pay. We found support for these hypotheses in an archival dataset of MBA alumni (N = 1838) and three additional experiments (N = 799).",1,,https://doi.org/10.1016/j.obhdp.2021.06.001,
